,image,caption
18611,3019917636_4e0bb0acc4,A woman is riding a blue bicycle in a park .
18612,3019917636_4e0bb0acc4,Cyclist speeding down the trail .
18613,3019917636_4e0bb0acc4,Female cyclist riding on a dirt course .
18614,3019917636_4e0bb0acc4,Woman on blue bicycle wearing helmet
18615,3019923691_3b3c5a4766,A black dog wearing an orange collar is entangled with fishing wire .
18616,3019923691_3b3c5a4766,A brown dog in an orange collar shaking off water .
18617,3019923691_3b3c5a4766,A brown dog is shaking off after getting wet .
18618,3019923691_3b3c5a4766,A wet dog shaking off the water with an orange collar .
18619,3019923691_3b3c5a4766,The black dog wearing a red collar shakes water off .
18620,3019986034_7453777274,A woman and a man playing instruments .
18621,3019986034_7453777274,A woman in a plaid skirt and black top plays an electric violin .
18622,3019986034_7453777274,A woman in a plaid skirt is playing a violin in a park-like setting with other band members .
18623,3019986034_7453777274,A woman in black tights is holding a fiddle .
18624,3019986034_7453777274,A woman is playing violin in a plaid skirt and black shirt .
18625,3021318991_fa28e3bca7,A female lawn hockey player hitting the ball
18626,3021318991_fa28e3bca7,A girl in an orange uniform hits a ball in field hockey .
18627,3021318991_fa28e3bca7,A girl in orange is hitting the ball in field hockey .
18628,3021318991_fa28e3bca7,An athletic girl in an orange uniform is on a playing field of green grass and swinging at a ball .
18629,3021318991_fa28e3bca7,A woman hockey player in an orange strip is striking the ball with her stick .
18630,3021780428_497542a072,A young boy is pushing an adult male in a wheelchair .
18631,3021780428_497542a072,A young boy is pushing someone with a broken foot into the hospital .
18632,3021780428_497542a072,A young boy pushes a large man in a wheelchair .
18633,3021780428_497542a072,a young child pushes a large man in a wheelchair .
18634,3021780428_497542a072,The little boy is pushing a man in a wheelchair .
18635,302241178_a582c1b953,A dog in water carrying a long stick .
18636,302241178_a582c1b953,A dog picks up a stick with his mouth while treading through water .
18637,302241178_a582c1b953,A large furry dog walking through the water with a big stick in his mouth .
18638,302241178_a582c1b953,"The dog is holding a branch , swimming in the river ."
18639,302241178_a582c1b953,The dog retrieves the branch from the water .
18640,3023178539_836b50cd43,The boys dressed in athletic wear perform exercises on the grass .
18641,3023178539_836b50cd43,Two boys are running around a field .
18642,3023178539_836b50cd43,Two men are running side by side in a field .
18643,3023178539_836b50cd43,Two men run across a field near a parking lot
18644,3023178539_836b50cd43,two teenagers playing ultimate Frisbee
18645,3024022266_3528c16ed8,A boy surfs .
18646,3024022266_3528c16ed8,A young boy rides on a surfboard with light blue water behind him .
18647,3024022266_3528c16ed8,A young male surfing .
18648,3024022266_3528c16ed8,a young surfer surfs the large blue wave .
18649,3024022266_3528c16ed8,young boy surfing on blue water
18650,3024172109_a10198e1dd,A boy in a baseball cap jumps over a flight of stairs .
18651,3024172109_a10198e1dd,A boy in a striped shirt and hat does tricks on the steps .
18652,3024172109_a10198e1dd,"A boy , wearing a baseball cap , jumps in the air near some steps ."
18653,3024172109_a10198e1dd,a young man jumping through the air near a staircase
18654,3024172109_a10198e1dd,There is a boy wearing jeans and a baseball cap jumping in the air .
18655,3025315215_a5d367971a,A black dog running through a long orange tunnel .
18656,3025315215_a5d367971a,a brown dog coming out of an orange and yellow tunnel
18657,3025315215_a5d367971a,A brown dog running through a large orange tube .
18658,3025315215_a5d367971a,a brown dog runs through a orange tunnel .
18659,3025315215_a5d367971a,The dog is running through a tunnel
18660,3025334206_76888792e5,one large brown dog running alongside a black and white dog .
18661,3025334206_76888792e5,Two dogs are running on the grass in front of the trees .
18662,3025334206_76888792e5,Two dogs are running through a grassy area near tall trees .
18663,3025334206_76888792e5,Two dogs running in the grass .
18664,3025334206_76888792e5,Two dog with trees in the background .
18665,3025438110_40af7e6a80,A boy is jumping over a large hole in the ground .
18666,3025438110_40af7e6a80,A person jumping into a hole .
18667,3025438110_40af7e6a80,A wmoan is jumping off land and into a ditch .
18668,3025438110_40af7e6a80,A young boy jumps in the air on a pathway under construction in the hills .
18669,3025438110_40af7e6a80,The little kids is jumping off a ledge and into the dirt below it .
18670,3025495499_b15797b452,a tennis player hits the ball .
18671,3025495499_b15797b452,A tennis player hits the ball and makes a serious face .
18672,3025495499_b15797b452,A woman in a green sport outfit is attempting to hit a tennis ball with a racket .
18673,3025495499_b15797b452,A young woman in a dark green tennis outfit serves the ball .
18674,3025495499_b15797b452,Female tennis player dressed in green hits yellow ball
18675,3025513877_1a6160070d,A boy in a hat stands barefoot at the edge of a body of water .
18676,3025513877_1a6160070d,a boy wearing red plays in the creek .
18677,3025513877_1a6160070d,A person in a red hat stand watches the onrushing waves .
18678,3025513877_1a6160070d,A young boy makes a splash in the water near the rocks .
18679,3025513877_1a6160070d,The boy in the red hat and shirt is wading in the shallows of the river .
18680,3025546819_ce031d2fc3,A dog running through a field with a ball in its mouth
18681,3025546819_ce031d2fc3,A dog runs on brown grass .
18682,3025546819_ce031d2fc3,A wet dog runs through the yellow grass holding a tennis ball .
18683,3025546819_ce031d2fc3,The black and white dog has a ball in its mouth .
18684,3025546819_ce031d2fc3,The black and white dog is in the brown grass with a ball in his mouth .
18685,3025549604_38b86198f5,Four children on stools in a diner .
18686,3025549604_38b86198f5,Four children sit on tall bar stools at a yellow and grey bar .
18687,3025549604_38b86198f5,Four small children sit on tall stools at a restaurant bar .
18688,3025549604_38b86198f5,Four young children sitting on large bar stools next to a counter .
18689,3025549604_38b86198f5,Four young kids are sitting on large stools at a bar waiting for drinks
18690,3026102616_3cf350af9e,A curious dog sniffs at grocery bags on a counter .
18691,3026102616_3cf350af9e,A dog is standing up against the kitchen counters trying to get into bags .
18692,3026102616_3cf350af9e,A dog standing on his hind legs has his head and front paws on the kitchen counter .
18693,3026102616_3cf350af9e,Dog climbs counter with red grocery bags
18694,3026102616_3cf350af9e,Dog on two legs leaning against a counter with filled bags .
18695,3027009366_c8362521e8,A group of men play soccer on the field .
18696,3027009366_c8362521e8,A man in a red uniform leaps in the air as one in a white uniform tries to kick a ball .
18697,3027009366_c8362521e8,"During a soccer game , one man is in the air while another has one foot down ."
18698,3027009366_c8362521e8,The soccer player in white is challenging the player in red for the ball in midair .
18699,3027009366_c8362521e8,"Two soccer teams are playing , one is in white the other in red ."
18700,3027365101_3818be6e16,A biker is riding along a track element located with a wooded area .
18701,3027365101_3818be6e16,A mountain biker jumps off of a fence while going downhill .
18702,3027365101_3818be6e16,A person does tricks on a bike on a ramp surrounded by trees .
18703,3027365101_3818be6e16,A person riding a bike in the woods .
18704,3027365101_3818be6e16,Person on bicycle doing a trick on white fencing .
18705,3027397797_4f1d305ced,A barefoot and shirtless skateboarder rides along a road .
18706,3027397797_4f1d305ced,A man in shorts skateboards down the street .
18707,3027397797_4f1d305ced,A skateboarder in striped shorts skating down a street .
18708,3027397797_4f1d305ced,A teenager wearing striped shorts and no shirt is skateboarding down a road a long the ocean .
18709,3027397797_4f1d305ced,"Shirtless , tattooed man rides skateboard down blurring street near beach ."
18710,3027399066_ca85495775,A group of greyhound dogs racing with muzzles covering their noses .
18711,3027399066_ca85495775,A group of greyhounds racing with jerseys and muzzles .
18712,3027399066_ca85495775,A group of racing dogs wearing striped uniforms with numbers run down a track .
18713,3027399066_ca85495775,Four greyhound dogs are racing against each other in a competition .
18714,3027399066_ca85495775,"Racing dogs , wearing jerseys with numbers , run by ."
18715,3027850131_a7772e0ba0,A surfer on a wave with two others in the background .
18716,3027850131_a7772e0ba0,"Distant surfer rides wave toward shore , two other surfers in background ."
18717,3027850131_a7772e0ba0,Several surfers ride a wave approaching the beach .
18718,3027850131_a7772e0ba0,Someone is riding a blue wave .
18719,3027850131_a7772e0ba0,Surfers are riding their boards on large waves .
18720,3028095878_07341efc9c,A man sits on the grass and drinks from a water bottle .
18721,3028095878_07341efc9c,A man sitting on a soccer field drinking a bottle of water .
18722,3028095878_07341efc9c,An athelete takes a break and sits in the grass drinking water .
18723,3028095878_07341efc9c,A soccer player is sitting on the field drinking from a water bottle .
18724,3028095878_07341efc9c,A soccer player sits on the field drinking water .
18725,3028404926_2bd27e3e83,A boy turns a handcrank in a courtyard .
18726,3028404926_2bd27e3e83,A child turning a crank with benches behind him .
18727,3028404926_2bd27e3e83,A young boy is standing on a gray tiled area .
18728,3028404926_2bd27e3e83,A young boy standing in a courtyard turning a crank .
18729,3028404926_2bd27e3e83,Young boy turning a crank in the street .
18730,3028561714_83fb921067,A white and brown dog is leaping through the air .
18731,3028561714_83fb921067,A white and brown dog runs in a field .
18732,3028561714_83fb921067,a white dog jumps into the air .
18733,3028561714_83fb921067,The white and brown dog is running quickly through the grass .
18734,3028561714_83fb921067,The white and brown dog runs across the grass .
18735,3028969146_26929ae0e8,A beige dog with orange vest running on withering grass .
18736,3028969146_26929ae0e8,A dog wearing an orange vest scampers playfully across the grass .
18737,3028969146_26929ae0e8,A golden retriever running on short grass wearing an orange outfit .
18738,3028969146_26929ae0e8,A light-colored dog wearing orange plays in the grass .
18739,3028969146_26929ae0e8,The white dog is wearing orange clothing and running through the grass .
18740,3029043380_b28644ea5d,A female tennis player readies herself .
18741,3029043380_b28644ea5d,A girl is getting ready to serve the ball in a game of tennis .
18742,3029043380_b28644ea5d,A woman in a white shirt and black skirt on a tennis court .
18743,3029043380_b28644ea5d,A woman playing tennis preparing to serve the ball .
18744,3029043380_b28644ea5d,"A woman wearing a white shirt and a short , black skirt is in motion on a green , artificial surface ."
